,memo_no,nat_instr,instr_date,usage,cp_incl,op_date,consid,gfa,nfa,gpsf,npsf,remark1,remark2,MW_data_code,memo_no.1,unit,floor,block,phase,bldg_name_en,bldg_name_ch,est_name_en,est_name_ch,st_name_en,st_name_ch,st_no_start,st_no_end,d_code,lot_no,bldg_ph_blk,st_bldg_ph_blk,subject_pty,code_chinese,op_year,bldg_age,bldg_name_ench,st_address,st_address_en,st_address_ch,ch_address,en_address,final_address,subject_pty_consid,floor_copy,redev_chance,flLv,orient,layout,finishes,remark
27679,19120500460024,ASP,2019-11-23,RES,blank,1971/01,1.25,0,213,0,5869,blank,blank,5649634,19120500460024,B2,5.0,blank,blank,HUNG WAN BLDG,鴻運樓,blank,blank,CASTLE PEAK RD KWAI CHUNG,青山公路葵涌段,472,blank,NKC,KCTL55 / DD444LOT311,|HUNG WAN BLDG鴻運樓|Phase |Block ,青山公路葵涌段HUNG WAN BLDG鴻運樓|Phase|Block,青山公路葵涌段HUNG WAN BLDG鴻運樓|Phase|Block|5|B2,葵涌,1971,49,HUNG WAN BLDG鴻運樓,472 CASTLE PEAK RD KWAI CHUNG|青山公路葵涌段,472 CASTLE PEAK RD KWAI CHUNG,472 青山公路葵涌段,"鴻運樓,青山公路葵涌段","HUNG WAN BLDG,CASTLE PEAK RD KWAI CHUNG","HUNG WAN BLDG,CASTLE PEAK RD KWAI CHUNG|鴻運樓,青山公路葵涌段",CASTLE PEAK RD KWAI CHUNGblankHUNG WAN BLDG鴻運樓|Phaseblank|Blockblank|5|B2consid1.25,5,中,中層,北,沒資料,良好,"連租約(生約), 可預約睇樓, 罕有開揚, 交通超級方便"
27629,19111902140192,ASP,2019-10-25,RES,blank,1993/06,4.3,515,402,8350,10697,blank,blank,5641754,19111902140192,3,15.0,A,blank,KWAI YEE HSE,葵義閣,KWAI YIN COURT,葵賢苑,TAI HA ST,大廈街,43,blank,NKC,KCTL431,KWAI YIN COURT|KWAI YEE HSE葵義閣|Phase |Block A,大廈街KWAI YIN COURTKWAI YEE HSE葵義閣|Phase|BlockA,大廈街KWAI YIN COURTKWAI YEE HSE葵義閣|Phase|BlockA|15|3,葵涌,1993,27,KWAI YEE HSE葵義閣,43 TAI HA ST|大廈街,43 TAI HA ST,43 大廈街,"葵義閣,葵賢苑,大廈街","KWAI YEE HSE,KWAI YIN COURT,TAI HA ST","KWAI YEE HSE,KWAI YIN COURT,TAI HA ST|葵義閣,葵賢苑,大廈街",TAI HA STKWAI YIN COURTKWAI YEE HSE葵義閣|Phaseblank|BlockA|15|3consid4.3,15,低,高層,西南,呂字型,有,業主減價 上車筍盤 歡迎約睇
27630,19112000300116,ASP,2019-11-01,RES,blank,1975/11,4.3,0,358,0,12011,blank,blank,5641922,19112000300116,L,22.0,blank,blank,KWAI KING BLDG,葵景大廈,blank,blank,KWONG FAI CIRT,光輝圍,31,blank,NKC,KCTL223,|KWAI KING BLDG葵景大廈|Phase |Block ,光輝圍KWAI KING BLDG葵景大廈|Phase|Block,光輝圍KWAI KING BLDG葵景大廈|Phase|Block|22|L,葵涌,1975,45,KWAI KING BLDG葵景大廈,31 KWONG FAI CIRT|光輝圍,31 KWONG FAI CIRT,31 光輝圍,"葵景大廈,光輝圍","KWAI KING BLDG,KWONG FAI CIRT","KWAI KING BLDG,KWONG FAI CIRT|葵景大廈,光輝圍",KWONG FAI CIRTblankKWAI KING BLDG葵景大廈|Phaseblank|Blockblank|22|Lconsid4.3,22,中,中層,西南,呂字型,良好,業主減價 上車筍盤 歡迎約睇
27018,19031100330032,ASP,2019-03-04,RES,blank,1973/08,4.3,465,398,9247,10804,blank,blank,5508213,19031100330032,B,14.0,blank,blank,KWAI LOONG BLDG,葵龍大廈,blank,blank,TAI LOONG ST,大隴街,63,blank,NKC,KCTL208,|KWAI LOONG BLDG葵龍大廈|Phase |Block ,大隴街KWAI LOONG BLDG葵龍大廈|Phase|Block,大隴街KWAI LOONG BLDG葵龍大廈|Phase|Block|14|B,葵涌,1973,47,KWAI LOONG BLDG葵龍大廈,63 TAI LOONG ST|大隴街,63 TAI LOONG ST,63 大隴街,"葵龍大廈,大隴街","KWAI LOONG BLDG,TAI LOONG ST","KWAI LOONG BLDG,TAI LOONG ST|葵龍大廈,大隴街",TAI LOONG STblankKWAI LOONG BLDG葵龍大廈|Phaseblank|Blockblank|14|Bconsid4.3,14,中,中層,東北,呂字型,有,單位實用四正 交通方便 配套完善
27562,19102101250016,ASP,2019-09-30,RES,blank,1973/02,4.3,0,395,0,10886,blank,blank,5629322,19102101250016,C,13.0,blank,blank,KWAI FAT BLDG,葵發大廈,blank,blank,SHEK YAM RD,石蔭路,98,112,NKC,KCTL210,|KWAI FAT BLDG葵發大廈|Phase |Block ,石蔭路KWAI FAT BLDG葵發大廈|Phase|Block,石蔭路KWAI FAT BLDG葵發大廈|Phase|Block|13|C,葵涌,1973,47,KWAI FAT BLDG葵發大廈,98-112 SHEK YAM RD|石蔭路,98-112 SHEK YAM RD,98-112 石蔭路,"葵發大廈,石蔭路","KWAI FAT BLDG,SHEK YAM RD","KWAI FAT BLDG,SHEK YAM RD|葵發大廈,石蔭路",SHEK YAM RDblankKWAI FAT BLDG葵發大廈|Phaseblank|Blockblank|13|Cconsid4.3,13,中,中層,西南,四正,有,單位實用四正 交通方便 配套完善
27479,19090402310109,ASP,2019-08-09,RES,blank,1973/08,4.3180000000000005,514,435,8401,9926,blank,blank,5608070,19090402310109,C,3.0,blank,blank,KWAI LOONG BLDG,葵龍大廈,blank,blank,TAI LOONG ST,大隴街,63,blank,NKC,KCTL208,|KWAI LOONG BLDG葵龍大廈|Phase |Block ,大隴街KWAI LOONG BLDG葵龍大廈|Phase|Block,大隴街KWAI LOONG BLDG葵龍大廈|Phase|Block|3|C,葵涌,1973,47,KWAI LOONG BLDG葵龍大廈,63 TAI LOONG ST|大隴街,63 TAI LOONG ST,63 大隴街,"葵龍大廈,大隴街","KWAI LOONG BLDG,TAI LOONG ST","KWAI LOONG BLDG,TAI LOONG ST|葵龍大廈,大隴街",TAI LOONG STblankKWAI LOONG BLDG葵龍大廈|Phaseblank|Blockblank|3|Cconsid4.3180000000000005,3,中,高層,西北,呂字型,良好,"連租約(生約), 可預約睇樓, 罕有開揚, 交通超級方便"
27079,19040300450065,ASP,2019-03-22,RES,blank,2001/08,4.32,574,432,7526,10000,blank,blank,5519932,19040300450065,6,6.0,A,blank,blank,blank,LAI YAN COURT,荔欣苑,LAI KING HILL RD,荔景山路,278,blank,NKC,KCTL445RP,LAI YAN COURT||Phase |Block A,荔景山路LAI YAN COURT|Phase|BlockA,荔景山路LAI YAN COURT|Phase|BlockA|6|6,葵涌,2001,19,blankblank,278 LAI KING HILL RD|荔景山路,278 LAI KING HILL RD,278 荔景山路,"荔欣苑A座,荔景山路","LAI YAN COURT(BLOCK A),LAI KING HILL RD","LAI YAN COURT(Block A),LAI KING HILL RD|荔欣苑A座,荔景山路",LAI KING HILL RDLAI YAN COURTblankblank|Phaseblank|BlockA|6|6consid4.32,6,很低,高層,東南,四正,良好,業主減價 上車筍盤 歡迎約睇
27214,19051502220127,ASP,2019-04-16,RES,blank,1981/01,4.32,466,370,9270,11676,blank,BW:16 SF (GU/NU) / ,5544099,19051502220127,7,7.0,B,blank,blank,blank,KWAI SING CTR,葵星中心,WO YI HOP RD,和宜合道,3,blank,NKC,KCTL367,KWAI SING CTR||Phase |Block B,和宜合道KWAI SING CTR|Phase|BlockB,和宜合道KWAI SING CTR|Phase|BlockB|7|7,葵涌,1981,39,blankblank,3 WO YI HOP RD|和宜合道,3 WO YI HOP RD,3 和宜合道,"葵星中心B座,和宜合道","KWAI SING CTR(BLOCK B),WO YI HOP RD","KWAI SING CTR(Block B),WO YI HOP RD|葵星中心B座,和宜合道",WO YI HOP RDKWAI SING CTRblankblank|Phaseblank|BlockB|7|7consid4.32,7,低,高層,北,四正,有,"連租約(生約), 可預約睇樓, 罕有開揚, 交通超級方便"
27924,20041400090029,ASP,2020-04-01,RES,blank,1985/07,4.32,377,275,11459,15709,blank,BW:15 SF (GI/NE) / ,5695335,20041400090029,5,17.0,D,blank,blank,blank,PO SING CTR,寶星中心,WO YI HOP RD,和宜合道,5,27,NKC,DD444LOT285RP,PO SING CTR||Phase |Block D,和宜合道PO SING CTR|Phase|BlockD,和宜合道PO SING CTR|Phase|BlockD|17|5,葵涌,1985,35,blankblank,5-27 WO YI HOP RD|和宜合道,5-27 WO YI HOP RD,5-27 和宜合道,"寶星中心D座,和宜合道","PO SING CTR(BLOCK D),WO YI HOP RD","PO SING CTR(Block D),WO YI HOP RD|寶星中心D座,和宜合道",WO YI HOP RDPO SING CTRblankblank|Phaseblank|BlockD|17|5consid4.32,17,低,高層,東北,呂字型,良好,單位實用四正 交通方便 配套完善
26976,19021202010140,ASP,2019-02-01,RES,blank,1978/06,4.32,421,340,10261,12706,blank,blank,5496683,19021202010140,D,4.0,blank,blank,KWAI CHUNG CTR,葵涌中心,blank,blank,KWAI HING RD,葵興路,100,blank,NKC,KCTL294,|KWAI CHUNG CTR葵涌中心|Phase |Block ,葵興路KWAI CHUNG CTR葵涌中心|Phase|Block,葵興路KWAI CHUNG CTR葵涌中心|Phase|Block|4|D,葵涌,1978,42,KWAI CHUNG CTR葵涌中心,100 KWAI HING RD|葵興路,100 KWAI HING RD,100 葵興路,"葵涌中心,葵興路","KWAI CHUNG CTR,KWAI HING RD","KWAI CHUNG CTR,KWAI HING RD|葵涌中心,葵興路",KWAI HING RDblankKWAI CHUNG CTR葵涌中心|Phaseblank|Blockblank|4|Dconsid4.32,4,低,中層,東南,四正,基本,業主減價 上車筍盤 歡迎約睇
27711,19122401200022,ASP,2019-12-06,RES,blank,1973/06,4.338,466,367,9309,11820,blank,blank,5656362,19122401200022,B,8.0,blank,blank,YEN YA BLDG,仁雅大廈,blank,blank,TAI HA ST,大廈街,11,blank,NKC,TWTL165,|YEN YA BLDG仁雅大廈|Phase |Block ,大廈街YEN YA BLDG仁雅大廈|Phase|Block,大廈街YEN YA BLDG仁雅大廈|Phase|Block|8|B,葵涌,1973,47,YEN YA BLDG仁雅大廈,11 TAI HA ST|大廈街,11 TAI HA ST,11 大廈街,"仁雅大廈,大廈街","YEN YA BLDG,TAI HA ST","YEN YA BLDG,TAI HA ST|仁雅大廈,大廈街",TAI HA STblankYEN YA BLDG仁雅大廈|Phaseblank|Blockblank|8|Bconsid4.338,8,中,中層,北,沒資料,良好,單位實用四正 交通方便 配套完善
27907,20040601330059,ASP,2020-03-19,RES,blank,1985/07,4.338,377,285,11507,15221,blank,RF:271 SF / ,5693184,20040601330059,4,29.0,C,blank,blank,blank,PO SING CTR,寶星中心,WO YI HOP RD,和宜合道,5,27,NKC,DD444LOT285RP,PO SING CTR||Phase |Block C,和宜合道PO SING CTR|Phase|BlockC,和宜合道PO SING CTR|Phase|BlockC|29|4,葵涌,1985,35,blankblank,5-27 WO YI HOP RD|和宜合道,5-27 WO YI HOP RD,5-27 和宜合道,"寶星中心C座,和宜合道","PO SING CTR(BLOCK C),WO YI HOP RD","PO SING CTR(Block C),WO YI HOP RD|寶星中心C座,和宜合道",WO YI HOP RDPO SING CTRblankblank|Phaseblank|BlockC|29|4consid4.338,29,低,中層,西南,四正,有,單位實用四正 交通方便 配套完善
28067,20052900740012,ASP,2020-05-22,RES,blank,1986/06,4.36,425,315,10259,13841,blank,BW:31 SF (GI/NE) / ,5714396,20052900740012,6,8.0,B,blank,blank,blank,PO SING CTR,寶星中心,WO YI HOP RD,和宜合道,5,27,NKC,DD444LOT285RP,PO SING CTR||Phase |Block B,和宜合道PO SING CTR|Phase|BlockB,和宜合道PO SING CTR|Phase|BlockB|8|6,葵涌,1986,34,blankblank,5-27 WO YI HOP RD|和宜合道,5-27 WO YI HOP RD,5-27 和宜合道,"寶星中心B座,和宜合道","PO SING CTR(BLOCK B),WO YI HOP RD","PO SING CTR(Block B),WO YI HOP RD|寶星中心B座,和宜合道",WO YI HOP RDPO SING CTRblankblank|Phaseblank|BlockB|8|6consid4.36,8,低,中層,北,沒資料,有,業主減價 上車筍盤 歡迎約睇
27637,19112200400055,ASP,2019-11-19,RES,blank,1999/11,4.38,507,407,8639,10762,blank,blank,5643391,19112200400055,5,20.0,B,blank,HO FUNG COURT,豪峰閣,YI FUNG COURT,怡峰苑,PO LEI ST,寶梨街,8,blank,NKC,KCTL475,YI FUNG COURT|HO FUNG COURT豪峰閣|Phase |Block B,寶梨街YI FUNG COURTHO FUNG COURT豪峰閣|Phase|BlockB,寶梨街YI FUNG COURTHO FUNG COURT豪峰閣|Phase|BlockB|20|5,葵涌,1999,21,HO FUNG COURT豪峰閣,8 PO LEI ST|寶梨街,8 PO LEI ST,8 寶梨街,"豪峰閣,怡峰苑,寶梨街","HO FUNG COURT,YI FUNG COURT,PO LEI ST","HO FUNG COURT,YI FUNG COURT,PO LEI ST|豪峰閣,怡峰苑,寶梨街",PO LEI STYI FUNG COURTHO FUNG COURT豪峰閣|Phaseblank|BlockB|20|5consid4.38,20,很低,中層,東北,呂字型,有,"連租約(生約), 可預約睇樓, 罕有開揚, 交通超級方便"
27046,19032201440796,ASP,2019-03-11,RES,blank,1973/12,4.38,0,400,0,10950,blank,blank,5514225,19032201440796,C,17.0,blank,blank,KWAI LOK BLDG,葵樂大廈,blank,blank,WING FONG RD,榮芳路,79,blank,NKC,KCTL200,|KWAI LOK BLDG葵樂大廈|Phase |Block ,榮芳路KWAI LOK BLDG葵樂大廈|Phase|Block,榮芳路KWAI LOK BLDG葵樂大廈|Phase|Block|17|C,葵涌,1973,47,KWAI LOK BLDG葵樂大廈,79 WING FONG RD|榮芳路,79 WING FONG RD,79 榮芳路,"葵樂大廈,榮芳路","KWAI LOK BLDG,WING FONG RD","KWAI LOK BLDG,WING FONG RD|葵樂大廈,榮芳路",WING FONG RDblankKWAI LOK BLDG葵樂大廈|Phaseblank|Blockblank|17|Cconsid4.38,17,中,中層,西,沒資料,良好,"連租約(生約), 可預約睇樓, 罕有開揚, 交通超級方便"
26935,19011101680029,ASP,2019-01-04,RES,blank,2001/08,4.38,574,432,7631,10139,blank,blank,5483593,19011101680029,14,9.0,C,blank,blank,blank,LAI YAN COURT,荔欣苑,LAI KING HILL RD,荔景山路,278,blank,NKC,KCTL445RP,LAI YAN COURT||Phase |Block C,荔景山路LAI YAN COURT|Phase|BlockC,荔景山路LAI YAN COURT|Phase|BlockC|9|14,葵涌,2001,19,blankblank,278 LAI KING HILL RD|荔景山路,278 LAI KING HILL RD,278 荔景山路,"荔欣苑C座,荔景山路","LAI YAN COURT(BLOCK C),LAI KING HILL RD","LAI YAN COURT(Block C),LAI KING HILL RD|荔欣苑C座,荔景山路",LAI KING HILL RDLAI YAN COURTblankblank|Phaseblank|BlockC|9|14consid4.38,9,很低,低層,西北,呂字型,基本,業主減價 上車筍盤 歡迎約睇
27822,20021901850542,ASP,2020-01-29,RES,blank,1974/03,4.38,491,390,8921,11231,blank,blank,5676629,20021901850542,G,21.0,blank,blank,TAK CHEONG BLDG,德昌大廈,blank,blank,KWAI CHUNG RD,葵涌道,1001,blank,NKC,KCTL188,|TAK CHEONG BLDG德昌大廈|Phase |Block ,葵涌道TAK CHEONG BLDG德昌大廈|Phase|Block,葵涌道TAK CHEONG BLDG德昌大廈|Phase|Block|21|G,葵涌,1974,46,TAK CHEONG BLDG德昌大廈,1001 KWAI CHUNG RD|葵涌道,1001 KWAI CHUNG RD,1001 葵涌道,"德昌大廈,葵涌道","TAK CHEONG BLDG,KWAI CHUNG RD","TAK CHEONG BLDG,KWAI CHUNG RD|德昌大廈,葵涌道",KWAI CHUNG RDblankTAK CHEONG BLDG德昌大廈|Phaseblank|Blockblank|21|Gconsid4.38,21,中,中層,東南,呂字型,基本,業主減價 上車筍盤 歡迎約睇
27694,19121101860042,ASP,2019-11-29,RES,blank,1973/08,4.388,465,398,9437,11025,blank,blank,5651865,19121101860042,B,8.0,blank,blank,KWAI LOONG BLDG,葵龍大廈,blank,blank,TAI LOONG ST,大隴街,63,blank,NKC,KCTL208,|KWAI LOONG BLDG葵龍大廈|Phase |Block ,大隴街KWAI LOONG BLDG葵龍大廈|Phase|Block,大隴街KWAI LOONG BLDG葵龍大廈|Phase|Block|8|B,葵涌,1973,47,KWAI LOONG BLDG葵龍大廈,63 TAI LOONG ST|大隴街,63 TAI LOONG ST,63 大隴街,"葵龍大廈,大隴街","KWAI LOONG BLDG,TAI LOONG ST","KWAI LOONG BLDG,TAI LOONG ST|葵龍大廈,大隴街",TAI LOONG STblankKWAI LOONG BLDG葵龍大廈|Phaseblank|Blockblank|8|Bconsid4.388,8,中,低層,南,呂字型,有,單位實用四正 交通方便 配套完善
27403,19072202150159,ASP,2019-07-15,RES,blank,1973/07,4.39,0,395,0,11114,blank,blank,5585285,19072202150159,9,9.0,blank,blank,SING SHING BLDG,成城大廈,blank,blank,WO YI HOP RD,和宜合道,102,blank,NKC,KCTL172,|SING SHING BLDG成城大廈|Phase |Block ,和宜合道SING SHING BLDG成城大廈|Phase|Block,和宜合道SING SHING BLDG成城大廈|Phase|Block|9|9,葵涌,1973,47,SING SHING BLDG成城大廈,102 WO YI HOP RD|和宜合道,102 WO YI HOP RD,102 和宜合道,"成城大廈,和宜合道","SING SHING BLDG,WO YI HOP RD","SING SHING BLDG,WO YI HOP RD|成城大廈,和宜合道",WO YI HOP RDblankSING SHING BLDG成城大廈|Phaseblank|Blockblank|9|9consid4.39,9,中,高層,西北,呂字型,有,業主減價 上車筍盤 歡迎約睇
27423,19072901700335,ASP,2019-07-16,RES,blank,1974/11,4.4,509,418,8644,10526,blank,blank,5589070,19072901700335,5,18.0,blank,blank,PO KAI MANS,保基大樓,blank,blank,WO YI HOP RD,和宜合道,12,blank,NKC,KCTL224,|PO KAI MANS保基大樓|Phase |Block ,和宜合道PO KAI MANS保基大樓|Phase|Block,和宜合道PO KAI MANS保基大樓|Phase|Block|18|5,葵涌,1974,46,PO KAI MANS保基大樓,12 WO YI HOP RD|和宜合道,12 WO YI HOP RD,12 和宜合道,"保基大樓,和宜合道","PO KAI MANS,WO YI HOP RD","PO KAI MANS,WO YI HOP RD|保基大樓,和宜合道",WO YI HOP RDblankPO KAI MANS保基大樓|Phaseblank|Blockblank|18|5consid4.4,18,中,中層,東,呂字型,基本,單位實用四正 交通方便 配套完善
26944,19011500570329,ASP,2019-01-04,RES,blank,2001/08,4.4,568,428,7746,10280,blank,blank,5484700,19011500570329,6,39.0,A,blank,blank,blank,LAI YAN COURT,荔欣苑,LAI KING HILL RD,荔景山路,278,blank,NKC,KCTL445RP,LAI YAN COURT||Phase |Block A,荔景山路LAI YAN COURT|Phase|BlockA,荔景山路LAI YAN COURT|Phase|BlockA|39|6,葵涌,2001,19,blankblank,278 LAI KING HILL RD|荔景山路,278 LAI KING HILL RD,278 荔景山路,"荔欣苑A座,荔景山路","LAI YAN COURT(BLOCK A),LAI KING HILL RD","LAI YAN COURT(Block A),LAI KING HILL RD|荔欣苑A座,荔景山路",LAI KING HILL RDLAI YAN COURTblankblank|Phaseblank|BlockA|39|6consid4.4,39,很低,高層,西南,沒資料,良好,"連租約(生約), 可預約睇樓, 罕有開揚, 交通超級方便"
27385,19071101170053,ASP,2019-07-02,RES,blank,1973/12,4.4,390,330,11282,13333,blank,blank,5579559,19071101170053,E,8.0,blank,blank,KWAI CHEUNG BLDG,葵祥大廈,blank,blank,WING FONG RD,榮芳路,103,blank,NKC,KCTL190,|KWAI CHEUNG BLDG葵祥大廈|Phase |Block ,榮芳路KWAI CHEUNG BLDG葵祥大廈|Phase|Block,榮芳路KWAI CHEUNG BLDG葵祥大廈|Phase|Block|8|E,葵涌,1973,47,KWAI CHEUNG BLDG葵祥大廈,103 WING FONG RD|榮芳路,103 WING FONG RD,103 榮芳路,"葵祥大廈,榮芳路","KWAI CHEUNG BLDG,WING FONG RD","KWAI CHEUNG BLDG,WING FONG RD|葵祥大廈,榮芳路",WING FONG RDblankKWAI CHEUNG BLDG葵祥大廈|Phaseblank|Blockblank|8|Econsid4.4,8,中,中層,南,沒資料,良好,業主減價 上車筍盤 歡迎約睇
28049,20052602080020,ASP,2020-05-11,RES,blank,1985/07,4.4,466,323,9442,13622,blank,BW:65 SF (GI/NE) / ,5712438,20052602080020,2,4.0,C,blank,blank,blank,PO SING CTR,寶星中心,WO YI HOP RD,和宜合道,5,27,NKC,DD444LOT285RP,PO SING CTR||Phase |Block C,和宜合道PO SING CTR|Phase|BlockC,和宜合道PO SING CTR|Phase|BlockC|4|2,葵涌,1985,35,blankblank,5-27 WO YI HOP RD|和宜合道,5-27 WO YI HOP RD,5-27 和宜合道,"寶星中心C座,和宜合道","PO SING CTR(BLOCK C),WO YI HOP RD","PO SING CTR(Block C),WO YI HOP RD|寶星中心C座,和宜合道",WO YI HOP RDPO SING CTRblankblank|Phaseblank|BlockC|4|2consid4.4,4,低,低層,北,呂字型,有,單位實用四正 交通方便 配套完善
27439,19080501110820,ASP,2019-07-19,RES,blank,1985/09,4.4,430,295,10233,14915,blank,BW:53 SF (GI/NE) / ,5592326,19080501110820,3,22.0,A,blank,blank,blank,PO SING CTR,寶星中心,WO YI HOP RD,和宜合道,5,27,NKC,DD444LOT285RP,PO SING CTR||Phase |Block A,和宜合道PO SING CTR|Phase|BlockA,和宜合道PO SING CTR|Phase|BlockA|22|3,葵涌,1985,35,blankblank,5-27 WO YI HOP RD|和宜合道,5-27 WO YI HOP RD,5-27 和宜合道,"寶星中心A座,和宜合道","PO SING CTR(BLOCK A),WO YI HOP RD","PO SING CTR(Block A),WO YI HOP RD|寶星中心A座,和宜合道",WO YI HOP RDPO SING CTRblankblank|Phaseblank|BlockA|22|3consid4.4,22,低,高層,西,四正,良好,單位實用四正 交通方便 配套完善
27218,19051602120043,ASP,2019-04-18,RES,blank,1973/07,4.4,0,428,0,10280,blank,blank,5545248,19051602120043,D,13.0,blank,blank,KWAI YING BLDG,葵英樓,blank,blank,SHEK MAN PATH,石文徑,3,blank,NKC,KCTL242,|KWAI YING BLDG葵英樓|Phase |Block ,石文徑KWAI YING BLDG葵英樓|Phase|Block,石文徑KWAI YING BLDG葵英樓|Phase|Block|13|D,葵涌,1973,47,KWAI YING BLDG葵英樓,3 SHEK MAN PATH|石文徑,3 SHEK MAN PATH,3 石文徑,"葵英樓,石文徑","KWAI YING BLDG,SHEK MAN PATH","KWAI YING BLDG,SHEK MAN PATH|葵英樓,石文徑",SHEK MAN PATHblankKWAI YING BLDG葵英樓|Phaseblank|Blockblank|13|Dconsid4.4,13,中,中層,西北,四正,基本,業主減價 上車筍盤 歡迎約睇
27594,19110400370254,ASP,2019-10-28,RES,blank,1993/06,4.4,569,477,7733,9224,blank,blank,5634990,19110400370254,8,16.0,B,blank,KWAI YAT HSE,葵逸閣,KWAI HONG COURT,葵康苑,TAI WO HAU RD,大窩口道,150,blank,NKC,KCTL420,KWAI HONG COURT|KWAI YAT HSE葵逸閣|Phase |Block B,大窩口道KWAI HONG COURTKWAI YAT HSE葵逸閣|Phase|BlockB,大窩口道KWAI HONG COURTKWAI YAT HSE葵逸閣|Phase|BlockB|16|8,葵涌,1993,27,KWAI YAT HSE葵逸閣,150 TAI WO HAU RD|大窩口道,150 TAI WO HAU RD,150 大窩口道,"葵逸閣,葵康苑,大窩口道","KWAI YAT HSE,KWAI HONG COURT,TAI WO HAU RD","KWAI YAT HSE,KWAI HONG COURT,TAI WO HAU RD|葵逸閣,葵康苑,大窩口道",TAI WO HAU RDKWAI HONG COURTKWAI YAT HSE葵逸閣|Phaseblank|BlockB|16|8consid4.4,16,低,中層,西南,四正,良好,業主減價 上車筍盤 歡迎約睇
27730,20010701100015,ASP,2019-12-30,RES,blank,1975/11,4.43,515,375,8602,11813,blank,blank,5659705,20010701100015,D,22.0,blank,blank,KWAI KING BLDG,葵景大廈,blank,blank,KWONG FAI CIRT,光輝圍,31,blank,NKC,KCTL223,|KWAI KING BLDG葵景大廈|Phase |Block ,光輝圍KWAI KING BLDG葵景大廈|Phase|Block,光輝圍KWAI KING BLDG葵景大廈|Phase|Block|22|D,葵涌,1975,45,KWAI KING BLDG葵景大廈,31 KWONG FAI CIRT|光輝圍,31 KWONG FAI CIRT,31 光輝圍,"葵景大廈,光輝圍","KWAI KING BLDG,KWONG FAI CIRT","KWAI KING BLDG,KWONG FAI CIRT|葵景大廈,光輝圍",KWONG FAI CIRTblankKWAI KING BLDG葵景大廈|Phaseblank|Blockblank|22|Dconsid4.43,22,中,高層,東,四正,有,"連租約(生約), 可預約睇樓, 罕有開揚, 交通超級方便"
27168,19042601570205,ASP,2019-04-18,RES,blank,1974/05,4.45,601,455,7404,9780,blank,blank,5532800,19042601570205,C,13.0,blank,blank,KWAI CHUNG BLDG,葵涌大廈,blank,blank,SHEK PUI ST,石貝街,18,20,NKC,KCTL166,|KWAI CHUNG BLDG葵涌大廈|Phase |Block ,石貝街KWAI CHUNG BLDG葵涌大廈|Phase|Block,石貝街KWAI CHUNG BLDG葵涌大廈|Phase|Block|13|C,葵涌,1974,46,KWAI CHUNG BLDG葵涌大廈,18-20 SHEK PUI ST|石貝街,18-20 SHEK PUI ST,18-20 石貝街,"葵涌大廈,石貝街","KWAI CHUNG BLDG,SHEK PUI ST","KWAI CHUNG BLDG,SHEK PUI ST|葵涌大廈,石貝街",SHEK PUI STblankKWAI CHUNG BLDG葵涌大廈|Phaseblank|Blockblank|13|Cconsid4.45,13,中,高層,東北,呂字型,良好,業主減價 上車筍盤 歡迎約睇
28061,20052801300034,ASP,2020-05-22,RES,blank,1977/03,4.45,0,330,0,13485,blank,blank,5713747,20052801300034,C,11.0,blank,blank,FOON TAK BLDG,寬德大廈,blank,blank,SHING FONG ST,盛芳街,40,blank,NKC,KCTL236,|FOON TAK BLDG寬德大廈|Phase |Block ,盛芳街FOON TAK BLDG寬德大廈|Phase|Block,盛芳街FOON TAK BLDG寬德大廈|Phase|Block|11|C,葵涌,1977,43,FOON TAK BLDG寬德大廈,40 SHING FONG ST|盛芳街,40 SHING FONG ST,40 盛芳街,"寬德大廈,盛芳街","FOON TAK BLDG,SHING FONG ST","FOON TAK BLDG,SHING FONG ST|寬德大廈,盛芳街",SHING FONG STblankFOON TAK BLDG寬德大廈|Phaseblank|Blockblank|11|Cconsid4.45,11,低,高層,西,沒資料,良好,業主減價 上車筍盤 歡迎約睇
27531,19100300470716,ASP,2019-09-23,RES,blank,1985/09,4.45,407,275,10934,16182,blank,RF:280 SF / ,5619764,19100300470716,8,34.0,A,blank,blank,blank,PO SING CTR,寶星中心,WO YI HOP RD,和宜合道,5,27,NKC,DD444LOT285RP,PO SING CTR||Phase |Block A,和宜合道PO SING CTR|Phase|BlockA,和宜合道PO SING CTR|Phase|BlockA|34|8,葵涌,1985,35,blankblank,5-27 WO YI HOP RD|和宜合道,5-27 WO YI HOP RD,5-27 和宜合道,"寶星中心A座,和宜合道","PO SING CTR(BLOCK A),WO YI HOP RD","PO SING CTR(Block A),WO YI HOP RD|寶星中心A座,和宜合道",WO YI HOP RDPO SING CTRblankblank|Phaseblank|BlockA|34|8consid4.45,34,低,中層,西南,沒資料,良好,單位實用四正 交通方便 配套完善
